Id,ActivityDate,TotalSteps_x,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalDailyCalories,TotalSteps_y,TotalIntensity,AverageIntensity,AverageCalculatedIntensity,AverageIntensityDifference,ActivityLevel
1503960366,2016-04-12,13162,8.5,8.5,0.0,1.87999999523163,0.550000011920929,6.05999994277954,0.0,25,13,328,728,1985,1985.2045922279358,13158.0,429.0,0.29791666666666666,0.29791666666666666,-1.734723475976807e-18,High
1503960366,2016-04-13,10735,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21,19,217,776,1797,1797.8602986335752,10735.0,318.0,0.220833375,0.22083333333333333,4.166666666150417e-08,High
1503960366,2016-04-14,10460,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30,11,181,1218,1776,1776.624798297882,10460.0,293.0,0.20347225,0.20347222222222225,2.7777777779202973e-08,High
1503960366,2016-04-15,9762,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29,34,209,726,1745,1745.2434492111204,9685.0,364.0,0.25277770833333335,0.25277777777777777,-6.944444443911697e-08,Moderate
1503960366,2016-04-16,12669,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36,10,221,773,1863,1863.5330462455747,12669.0,349.0,0.24236112499999998,0.2423611111111111,1.3888888893576895e-08,High
1503960366,2016-04-17,9705,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,0.0,38,20,164,539,1728,1728.0977497100828,9705.0,318.0,0.22083333333333333,0.22083333333333333,-3.3248866622888804e-18,Moderate
1503960366,2016-04-18,13019,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,0.0,42,16,233,1149,1921,1921.6553945541382,13019.0,391.0,0.27152775,0.27152777777777776,-2.7777777774432483e-08,High
1503960366,2016-04-19,15506,9.88000011444092,9.88000011444092,0.0,3.52999997138977,1.32000005245209,5.03000020980835,0.0,50,31,264,775,2035,2035.6978917121885,15506.0,476.0,0.3305556666666667,0.33055555555555555,1.1111111111854662e-07,High
1503960366,2016-04-20,10544,6.67999982833862,6.67999982833862,0.0,1.96000003814697,0.479999989271164,4.23999977111816,0.0,28,12,205,818,1786,1786.6133480072021,10544.0,313.0,0.21736104166666667,0.21736111111111112,-6.944444444475482e-08,High
1503960366,2016-04-21,9819,6.34000015258789,6.34000015258789,0.0,1.3400000333786,0.349999994039536,4.65000009536743,0.0,19,8,211,838,1775,1775.680998802185,9819.0,284.0,0.197222125,0.19722222222222222,-9.722222222193395e-08,Moderate
1503960366,2016-04-22,12764,8.13000011444092,8.13000011444092,0.0,4.76000022888184,1.12000000476837,2.24000000953674,0.0,66,27,130,1217,1827,1827.9832468032835,12764.0,382.0,0.2652778333333333,0.2652777777777778,5.555555555580386e-08,High
1503960366,2016-04-23,14371,9.03999996185303,9.03999996185303,0.0,2.80999994277954,0.870000004768372,5.3600001335144,0.0,41,21,262,732,1949,1949.418843269348,14371.0,427.0,0.29652775000000003,0.2965277777777778,-2.7777777776600888e-08,High
1503960366,2016-04-24,10039,6.40999984741211,6.40999984741211,0.0,2.92000007629395,0.209999993443489,3.27999997138977,0.0,39,5,238,709,1788,1788.9728479385374,10039.0,365.0,0.25347225,0.2534722222222222,2.7777777799585974e-08,High
1503960366,2016-04-25,15355,9.80000019073486,9.80000019073486,0.0,5.28999996185303,0.569999992847443,3.94000005722046,0.0,73,14,216,814,2013,2013.1253414154053,15355.0,463.0,0.3215277916666667,0.3215277777777778,1.3888888887505363e-08,High
1503960366,2016-04-26,13755,8.78999996185303,8.78999996185303,0.0,2.32999992370605,0.920000016689301,5.53999996185303,0.0,31,23,279,833,1970,1970.6543426513672,13755.0,418.0,0.2902777916666667,0.2902777777777778,1.3888888892998654e-08,High
